LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType
201103210552	03/21/2011	03/21/2011	7733	 66237-1-01	0025897180	4.5143	1	10.54	11837865	7321	1		1
201103210553	03/21/2011	03/21/2011	8048	 66231-1-01	0025937244	4.3571	-1	-10.88	11837866	7320	1		4
201103210553	03/21/2011	03/21/2011	7734	 66237-1-01	0025937244	4.3571	1	10.88	11837867	7321	1		1
201103210556	03/21/2011	03/21/2011	1732	  4318-1-01	0000184591	1.97	1	60.6	11837868	8301	12450		1
201103210556	03/21/2011	03/21/2011	1733	  4318-1-01	0000184592	1.97	1	60.6	11837869	8301	12450		1
201103210556	03/21/2011	03/21/2011	1734	  4318-1-01	0886545048	1.97	1	61.6	11837870	8301	12450		1
201103210556	03/21/2011	03/21/2011	1735	  4318-1-01	0886545063	1.97	1	57.7	11837871	8301	12450		1
201103210556	03/21/2011	03/21/2011	1736	  4318-1-01	0886545730	1.97	1	57.2	11837872	8301	12450		1
201103210556	03/21/2011	03/21/2011	1737	  4318-1-01	0886545843	1.97	1	59.3	11837873	8301	12450		1
201103210556	03/21/2011	03/21/2011	1738	  4318-1-01	0886546043	1.97	1	60	11837874	8301	12450		1
201103210556	03/21/2011	03/21/2011	1739	  4318-1-01	0886546121	1.97	1	63.3	11837875	8301	12450		1
201103210556	03/21/2011	03/21/2011	1740	  4318-1-01	0886546151	1.97	1	58	11837876	8301	12450		1
201103210556	03/21/2011	03/21/2011	1741	  4318-1-01	0886546354	1.97	1	61.1	11837877	8301	12450		1
201103210556	03/21/2011	03/21/2011	1742	  4318-1-01	0886577678	1.97	1	57.4	11837878	8301	12450		1
201103210556	03/21/2011	03/21/2011	1743	  4318-1-01	0886578151	1.97	1	60.3	11837879	8301	12450		1
201103210556	03/21/2011	03/21/2011	1744	  4318-1-01	0886578289	1.97	1	57.7	11837880	8301	12450		1
201103210556	03/21/2011	03/21/2011	1745	  4318-1-01	0886578617	1.97	1	55.2	11837881	8301	12450		1
201103210556	03/21/2011	03/21/2011	1746	  4318-1-01	0886578665	1.97	1	59.8	11837882	8301	12450		1
201103210556	03/21/2011	03/21/2011	1747	  4318-1-01	0886578691	1.97	1	62.1	11837883	8301	12450		1
201103210556	03/21/2011	03/21/2011	1748	  4318-1-01	0886578693	1.97	1	60.2	11837884	8301	12450		1
201103210556	03/21/2011	03/21/2011	1749	  4318-1-01	0886578695	1.97	1	61.9	11837885	8301	12450		1
201103210556	03/21/2011	03/21/2011	1750	  4318-1-01	0886578710	1.97	1	57.9	11837886	8301	12450		1
201103210556	03/21/2011	03/21/2011	1751	  4318-1-01	0886578774	1.97	1	56.6	11837887	8301	12450		1
201103210556	03/21/2011	03/21/2011	1752	  4318-1-01	0886578839	1.97	1	61.9	11837888	8301	12450		1
201103210556	03/21/2011	03/21/2011	1753	  4318-1-01	0886578954	1.97	1	60.2	11837889	8301	12450		1
201103210556	03/21/2011	03/21/2011	1754	  4318-1-01	0886579239	1.97	1	57.6	11837890	8301	12450		1
201103210556	03/21/2011	03/21/2011	1755	  4410-1-01	0723082332	2.13	1	53.9	11837891	8301	12450		1
201103210556	03/21/2011	03/21/2011	1756	  4410-1-01	0723082361	2.13	1	53.6	11837892	8301	12450		1
201103210556	03/21/2011	03/21/2011	1757	  4410-1-01	0723082374	2.13	1	50.4	11837893	8301	12450		1
201103210605	03/21/2011	03/21/2011	1758	  1523-1-01	0000184593	5.0075	1	71.6	11837894	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1759	  1523-1-01	0265930958	5.0075	1	81	11837895	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1760	  1523-1-01	0265931118	5.0075	1	69	11837896	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1761	  1523-1-01	0265931174	5.0075	1	69.4	11837897	8301	12450	00003655        	1
201103210605	03/21/2011	03/21/2011	1762	  1523-1-01	0265931195	5.0075	1	69	11837898	8301	12450	00003655        	1
